"","Units","scenario","year","market","value"
"19193","1990$/tC","Welfare_20constraint",2075,"EU-15CO2_FUG",138.437
"19194","1990$/tC","Welfare_20constraint",2075,"EU-15CO2_LUC",29.7424
"19195","1990$/tC","Welfare_20constraint",2075,"Europe_EasternCO2",24.6592
"19196","1990$/tC","Welfare_20constraint",2075,"Europe_EasternCO2_FUG",24.6592
"19197","1990$/tC","Welfare_20constraint",2075,"Europe_EasternCO2_LUC",29.7424
"19198","1990$/tC","Welfare_20constraint",2075,"Europe_Non_EUCO2",62.2969
"19199","1990$/tC","Welfare_20constraint",2075,"Europe_Non_EUCO2_FUG",62.2969
"19200","1990$/tC","Welfare_20constraint",2075,"Europe_Non_EUCO2_LUC",29.7424
"19201","1990$/tC","Welfare_20constraint",2075,"European Free Trade AssociationCO2",244.429
"19202","1990$/tC","Welfare_20constraint",2075,"European Free Trade AssociationCO2_FUG",244.429
"19203","1990$/tC","Welfare_20constraint",2075,"European Free Trade AssociationCO2_LUC",29.7424
"19204","1990$/tC","Welfare_20constraint",2075,"IndiaCO2",23.7939
"19205","1990$/tC","Welfare_20constraint",2075,"IndiaCO2_FUG",23.7939
"19206","1990$/tC","Welfare_20constraint",2075,"IndiaCO2_LUC",29.7424
"19207","1990$/tC","Welfare_20constraint",2075,"IndonesiaCO2",43.2617
"19208","1990$/tC","Welfare_20constraint",2075,"IndonesiaCO2_FUG",43.2617
"19209","1990$/tC","Welfare_20constraint",2075,"IndonesiaCO2_LUC",29.7424
"19210","1990$/tC","Welfare_20constraint",2075,"JapanCO2",144.494
"19211","1990$/tC","Welfare_20constraint",2075,"JapanCO2_FUG",144.494
"19212","1990$/tC","Welfare_20constraint",2075,"JapanCO2_LUC",29.7424
"19213","1990$/tC","Welfare_20constraint",2075,"MexicoCO2",51.4814
"19214","1990$/tC","Welfare_20constraint",2075,"MexicoCO2_FUG",51.4814
"19215","1990$/tC","Welfare_20constraint",2075,"MexicoCO2_LUC",29.7424
"19216","1990$/tC","Welfare_20constraint",2075,"Middle EastCO2",40.2334
"19217","1990$/tC","Welfare_20constraint",2075,"Middle EastCO2_FUG",40.2334
"19218","1990$/tC","Welfare_20constraint",2075,"Middle EastCO2_LUC",29.7424
"19219","1990$/tC","Welfare_20constraint",2075,"PakistanCO2",12.1133
"19220","1990$/tC","Welfare_20constraint",2075,"PakistanCO2_FUG",12.1133
"19221","1990$/tC","Welfare_20constraint",2075,"PakistanCO2_LUC",29.7424
"19222","1990$/tC","Welfare_20constraint",2075,"RussiaCO2",50.6162
"19223","1990$/tC","Welfare_20constraint",2075,"RussiaCO2_FUG",50.6162
"19224","1990$/tC","Welfare_20constraint",2075,"RussiaCO2_LUC",29.7424
"19225","1990$/tC","Welfare_20constraint",2075,"South AfricaCO2",36.3398
"19226","1990$/tC","Welfare_20constraint",2075,"South AfricaCO2_FUG",36.3398
"19227","1990$/tC","Welfare_20constraint",2075,"South AfricaCO2_LUC",29.7424
"19228","1990$/tC","Welfare_20constraint",2075,"South America_NorthernCO2",14.709
"19229","1990$/tC","Welfare_20constraint",2075,"South America_NorthernCO2_FUG",14.709
"19230","1990$/tC","Welfare_20constraint",2075,"South America_NorthernCO2_LUC",29.7424
"19231","1990$/tC","Welfare_20constraint",2075,"South America_SouthernCO2",47.1553
"19232","1990$/tC","Welfare_20constraint",2075,"South America_SouthernCO2_FUG",47.1553
"19233","1990$/tC","Welfare_20constraint",2075,"South America_SouthernCO2_LUC",29.7424
"19234","1990$/tC","Welfare_20constraint",2075,"South AsiaCO2",15.5742
"19235","1990$/tC","Welfare_20constraint",2075,"South AsiaCO2_FUG",15.5742
"19236","1990$/tC","Welfare_20constraint",2075,"South AsiaCO2_LUC",29.7424
"19237","1990$/tC","Welfare_20constraint",2075,"South KoreaCO2",117.672
"19238","1990$/tC","Welfare_20constraint",2075,"South KoreaCO2_FUG",117.672
"19239","1990$/tC","Welfare_20constraint",2075,"South KoreaCO2_LUC",29.7424
"19240","1990$/tC","Welfare_20constraint",2075,"Southeast AsiaCO2",32.4463
"19241","1990$/tC","Welfare_20constraint",2075,"Southeast AsiaCO2_FUG",32.4463
"19242","1990$/tC","Welfare_20constraint",2075,"Southeast AsiaCO2_LUC",29.7424
"19243","1990$/tC","Welfare_20constraint",2075,"TaiwanCO2",67.0557
"19244","1990$/tC","Welfare_20constraint",2075,"TaiwanCO2_FUG",67.0557
"19245","1990$/tC","Welfare_20constraint",2075,"TaiwanCO2_LUC",29.7424
"19246","1990$/tC","Welfare_20constraint",2075,"USACO2",129.785
"19247","1990$/tC","Welfare_20constraint",2075,"USACO2_FUG",129.785
"19248","1990$/tC","Welfare_20constraint",2075,"USACO2_LUC",29.7424
"19249","1990$/tC","Welfare_20constraint",2075,"globalCO2_TOTAL",43.2617
"19250","1990$/tC","Welfare_20constraint",2080,"Africa_EasternCO2",13.2681
"19251","1990$/tC","Welfare_20constraint",2080,"Africa_EasternCO2_FUG",13.2681
"19252","1990$/tC","Welfare_20constraint",2080,"Africa_EasternCO2_LUC",30.1547
"19253","1990$/tC","Welfare_20constraint",2080,"Africa_NorthernCO2",26.9382
"19254","1990$/tC","Welfare_20constraint",2080,"Africa_NorthernCO2_FUG",26.9382
"19255","1990$/tC","Welfare_20constraint",2080,"Africa_NorthernCO2_LUC",30.1547
"19256","1990$/tC","Welfare_20constraint",2080,"Africa_SouthernCO2",14.8763
"19257","1990$/tC","Welfare_20constraint",2080,"Africa_SouthernCO2_FUG",14.8763
"19258","1990$/tC","Welfare_20constraint",2080,"Africa_SouthernCO2_LUC",30.1547
"19259","1990$/tC","Welfare_20constraint",2080,"Africa_WesternCO2",20.9072
"19260","1990$/tC","Welfare_20constraint",2080,"Africa_WesternCO2_FUG",20.9072
"19261","1990$/tC","Welfare_20constraint",2080,"Africa_WesternCO2_LUC",30.1547
"19262","1990$/tC","Welfare_20constraint",2080,"ArgentinaCO2",42.2165
"19263","1990$/tC","Welfare_20constraint",2080,"ArgentinaCO2_FUG",42.2165
"19264","1990$/tC","Welfare_20constraint",2080,"ArgentinaCO2_LUC",30.1547
"19265","1990$/tC","Welfare_20constraint",2080,"Australia_NZCO2",149.165
"19266","1990$/tC","Welfare_20constraint",2080,"Australia_NZCO2_FUG",149.165
"19267","1990$/tC","Welfare_20constraint",2080,"Australia_NZCO2_LUC",30.1547
"19268","1990$/tC","Welfare_20constraint",2080,"BrazilCO2",43.4227
"19269","1990$/tC","Welfare_20constraint",2080,"BrazilCO2_FUG",43.4227
"19270","1990$/tC","Welfare_20constraint",2080,"BrazilCO2_LUC",30.1547
"19271","1990$/tC","Welfare_20constraint",2080,"CanadaCO2",128.258
"19272","1990$/tC","Welfare_20constraint",2080,"CanadaCO2_FUG",128.258
"19273","1990$/tC","Welfare_20constraint",2080,"CanadaCO2_LUC",30.1547
"19274","1990$/tC","Welfare_20constraint",2080,"Central America and CaribbeanCO2",32.165
"19275","1990$/tC","Welfare_20constraint",2080,"Central America and CaribbeanCO2_FUG",32.165
"19276","1990$/tC","Welfare_20constraint",2080,"Central America and CaribbeanCO2_LUC",30.1547
"19277","1990$/tC","Welfare_20constraint",2080,"Central AsiaCO2",27.3402
"19278","1990$/tC","Welfare_20constraint",2080,"Central AsiaCO2_FUG",27.3402
"19279","1990$/tC","Welfare_20constraint",2080,"Central AsiaCO2_LUC",30.1547
"19280","1990$/tC","Welfare_20constraint",2080,"ChinaCO2",47.8454
"19281","1990$/tC","Welfare_20constraint",2080,"ChinaCO2_FUG",47.8454
"19282","1990$/tC","Welfare_20constraint",2080,"ChinaCO2_LUC",30.1547
"19283","1990$/tC","Welfare_20constraint",2080,"ColombiaCO2",43.0207
"19284","1990$/tC","Welfare_20constraint",2080,"ColombiaCO2_FUG",43.0207
"19285","1990$/tC","Welfare_20constraint",2080,"ColombiaCO2_LUC",30.1547
"19286","1990$/tC","Welfare_20constraint",2080,"EU-12CO2",72.7733
"19287","1990$/tC","Welfare_20constraint",2080,"EU-12CO2_FUG",72.7733
"19288","1990$/tC","Welfare_20constraint",2080,"EU-12CO2_LUC",30.1547
"19289","1990$/tC","Welfare_20constraint",2080,"EU-15CO2",126.65
"19290","1990$/tC","Welfare_20constraint",2080,"EU-15CO2_FUG",126.65
"19291","1990$/tC","Welfare_20constraint",2080,"EU-15CO2_LUC",30.1547
"19292","1990$/tC","Welfare_20constraint",2080,"Europe_EasternCO2",23.3196
"19293","1990$/tC","Welfare_20constraint",2080,"Europe_EasternCO2_FUG",23.3196
"19294","1990$/tC","Welfare_20constraint",2080,"Europe_EasternCO2_LUC",30.1547
"19295","1990$/tC","Welfare_20constraint",2080,"Europe_Non_EUCO2",57.897
"19296","1990$/tC","Welfare_20constraint",2080,"Europe_Non_EUCO2_FUG",57.897
"19297","1990$/tC","Welfare_20constraint",2080,"Europe_Non_EUCO2_LUC",30.1547
"19298","1990$/tC","Welfare_20constraint",2080,"European Free Trade AssociationCO2",223.547
"19299","1990$/tC","Welfare_20constraint",2080,"European Free Trade AssociationCO2_FUG",223.547
"19300","1990$/tC","Welfare_20constraint",2080,"European Free Trade AssociationCO2_LUC",30.1547
"19301","1990$/tC","Welfare_20constraint",2080,"IndiaCO2",22.5155
"19302","1990$/tC","Welfare_20constraint",2080,"IndiaCO2_FUG",22.5155
"19303","1990$/tC","Welfare_20constraint",2080,"IndiaCO2_LUC",30.1547
"19304","1990$/tC","Welfare_20constraint",2080,"IndonesiaCO2",41.0103
"19305","1990$/tC","Welfare_20constraint",2080,"IndonesiaCO2_FUG",41.0103
"19306","1990$/tC","Welfare_20constraint",2080,"IndonesiaCO2_LUC",30.1547
"19307","1990$/tC","Welfare_20constraint",2080,"JapanCO2",131.876
"19308","1990$/tC","Welfare_20constraint",2080,"JapanCO2_FUG",131.876
"19309","1990$/tC","Welfare_20constraint",2080,"JapanCO2_LUC",30.1547
"19310","1990$/tC","Welfare_20constraint",2080,"MexicoCO2",48.2475
"19311","1990$/tC","Welfare_20constraint",2080,"MexicoCO2_FUG",48.2475
"19312","1990$/tC","Welfare_20constraint",2080,"MexicoCO2_LUC",30.1547
"19313","1990$/tC","Welfare_20constraint",2080,"Middle EastCO2",37.3918
"19314","1990$/tC","Welfare_20constraint",2080,"Middle EastCO2_FUG",37.3918
"19315","1990$/tC","Welfare_20constraint",2080,"Middle EastCO2_LUC",30.1547
"19316","1990$/tC","Welfare_20constraint",2080,"PakistanCO2",12.0619
"19317","1990$/tC","Welfare_20constraint",2080,"PakistanCO2_FUG",12.0619
"19318","1990$/tC","Welfare_20constraint",2080,"PakistanCO2_LUC",30.1547
"19319","1990$/tC","Welfare_20constraint",2080,"RussiaCO2",45.8351
"19320","1990$/tC","Welfare_20constraint",2080,"RussiaCO2_FUG",45.8351
"19321","1990$/tC","Welfare_20constraint",2080,"RussiaCO2_LUC",30.1547
"19322","1990$/tC","Welfare_20constraint",2080,"South AfricaCO2",34.1753
"19323","1990$/tC","Welfare_20constraint",2080,"South AfricaCO2_FUG",34.1753
"19324","1990$/tC","Welfare_20constraint",2080,"South AfricaCO2_LUC",30.1547
"19325","1990$/tC","Welfare_20constraint",2080,"South America_NorthernCO2",14.0722
"19326","1990$/tC","Welfare_20constraint",2080,"South America_NorthernCO2_FUG",14.0722
"19327","1990$/tC","Welfare_20constraint",2080,"South America_NorthernCO2_LUC",30.1547
"19328","1990$/tC","Welfare_20constraint",2080,"South America_SouthernCO2",44.6289
"19329","1990$/tC","Welfare_20constraint",2080,"South America_SouthernCO2_FUG",44.6289
"19330","1990$/tC","Welfare_20constraint",2080,"South America_SouthernCO2_LUC",30.1547
"19331","1990$/tC","Welfare_20constraint",2080,"South AsiaCO2",15.6804
"19332","1990$/tC","Welfare_20constraint",2080,"South AsiaCO2_FUG",15.6804
"19333","1990$/tC","Welfare_20constraint",2080,"South AsiaCO2_LUC",30.1547
"19334","1990$/tC","Welfare_20constraint",2080,"South KoreaCO2",107.351
"19335","1990$/tC","Welfare_20constraint",2080,"South KoreaCO2_FUG",107.351
"19336","1990$/tC","Welfare_20constraint",2080,"South KoreaCO2_LUC",30.1547
"19337","1990$/tC","Welfare_20constraint",2080,"Southeast AsiaCO2",30.9588
"19338","1990$/tC","Welfare_20constraint",2080,"Southeast AsiaCO2_FUG",30.9588
"19339","1990$/tC","Welfare_20constraint",2080,"Southeast AsiaCO2_LUC",30.1547
"19340","1990$/tC","Welfare_20constraint",2080,"TaiwanCO2",59.5052
"19341","1990$/tC","Welfare_20constraint",2080,"TaiwanCO2_FUG",59.5052
"19342","1990$/tC","Welfare_20constraint",2080,"TaiwanCO2_LUC",30.1547
"19343","1990$/tC","Welfare_20constraint",2080,"USACO2",114.588
"19344","1990$/tC","Welfare_20constraint",2080,"USACO2_FUG",114.588
"19345","1990$/tC","Welfare_20constraint",2080,"USACO2_LUC",30.1547
"19346","1990$/tC","Welfare_20constraint",2080,"globalCO2_TOTAL",40.2062
"19347","1990$/tC","Welfare_20constraint",2085,"Africa_EasternCO2",14.1175
"19348","1990$/tC","Welfare_20constraint",2085,"Africa_EasternCO2_FUG",14.1175
"19349","1990$/tC","Welfare_20constraint",2085,"Africa_EasternCO2_LUC",31.0013
"19350","1990$/tC","Welfare_20constraint",2085,"Africa_NorthernCO2",26.3273
"19351","1990$/tC","Welfare_20constraint",2085,"Africa_NorthernCO2_FUG",26.3273
"19352","1990$/tC","Welfare_20constraint",2085,"Africa_NorthernCO2_LUC",31.0013
"19353","1990$/tC","Welfare_20constraint",2085,"Africa_SouthernCO2",15.6437
"19354","1990$/tC","Welfare_20constraint",2085,"Africa_SouthernCO2_FUG",15.6437
"19355","1990$/tC","Welfare_20constraint",2085,"Africa_SouthernCO2_LUC",31.0013
"19356","1990$/tC","Welfare_20constraint",2085,"Africa_WesternCO2",21.7486
"19357","1990$/tC","Welfare_20constraint",2085,"Africa_WesternCO2_FUG",21.7486
"19358","1990$/tC","Welfare_20constraint",2085,"Africa_WesternCO2_LUC",31.0013
"19359","1990$/tC","Welfare_20constraint",2085,"ArgentinaCO2",39.6817
"19360","1990$/tC","Welfare_20constraint",2085,"ArgentinaCO2_FUG",39.6817
"19361","1990$/tC","Welfare_20constraint",2085,"ArgentinaCO2_LUC",31.0013
"19362","1990$/tC","Welfare_20constraint",2085,"Australia_NZCO2",138.123
"19363","1990$/tC","Welfare_20constraint",2085,"Australia_NZCO2_FUG",138.123
"19364","1990$/tC","Welfare_20constraint",2085,"Australia_NZCO2_LUC",31.0013
"19365","1990$/tC","Welfare_20constraint",2085,"BrazilCO2",41.2079
"19366","1990$/tC","Welfare_20constraint",2085,"BrazilCO2_FUG",41.2079
"19367","1990$/tC","Welfare_20constraint",2085,"BrazilCO2_LUC",31.0013
"19368","1990$/tC","Welfare_20constraint",2085,"CanadaCO2",119.045
"19369","1990$/tC","Welfare_20constraint",2085,"CanadaCO2_FUG",119.045
"19370","1990$/tC","Welfare_20constraint",2085,"CanadaCO2_LUC",31.0013
"19371","1990$/tC","Welfare_20constraint",2085,"Central America and CaribbeanCO2",31.669
"19372","1990$/tC","Welfare_20constraint",2085,"Central America and CaribbeanCO2_FUG",31.669
"19373","1990$/tC","Welfare_20constraint",2085,"Central America and CaribbeanCO2_LUC",31.0013
"19374","1990$/tC","Welfare_20constraint",2085,"Central AsiaCO2",25.9457
"19375","1990$/tC","Welfare_20constraint",2085,"Central AsiaCO2_FUG",25.9457
"19376","1990$/tC","Welfare_20constraint",2085,"Central AsiaCO2_LUC",31.0013
"19377","1990$/tC","Welfare_20constraint",2085,"ChinaCO2",44.6419
"19378","1990$/tC","Welfare_20constraint",2085,"ChinaCO2_FUG",44.6419
"19379","1990$/tC","Welfare_20constraint",2085,"ChinaCO2_LUC",31.0013
"19380","1990$/tC","Welfare_20constraint",2085,"ColombiaCO2",41.5895
"19381","1990$/tC","Welfare_20constraint",2085,"ColombiaCO2_FUG",41.5895
"19382","1990$/tC","Welfare_20constraint",2085,"ColombiaCO2_LUC",31.0013
"19383","1990$/tC","Welfare_20constraint",2085,"EU-12CO2",68.2983
"19384","1990$/tC","Welfare_20constraint",2085,"EU-12CO2_FUG",68.2983
"19385","1990$/tC","Welfare_20constraint",2085,"EU-12CO2_LUC",31.0013
"19386","1990$/tC","Welfare_20constraint",2085,"EU-15CO2",118.282
"19387","1990$/tC","Welfare_20constraint",2085,"EU-15CO2_FUG",118.282
"19388","1990$/tC","Welfare_20constraint",2085,"EU-15CO2_LUC",31.0013
"19389","1990$/tC","Welfare_20constraint",2085,"Europe_EasternCO2",22.1302
"19390","1990$/tC","Welfare_20constraint",2085,"Europe_EasternCO2_FUG",22.1302
"19391","1990$/tC","Welfare_20constraint",2085,"Europe_EasternCO2_LUC",31.0013
"19392","1990$/tC","Welfare_20constraint",2085,"Europe_Non_EUCO2",54.9439
"19393","1990$/tC","Welfare_20constraint",2085,"Europe_Non_EUCO2_FUG",54.9439
"19394","1990$/tC","Welfare_20constraint",2085,"Europe_Non_EUCO2_LUC",31.0013
"19395","1990$/tC","Welfare_20constraint",2085,"European Free Trade AssociationCO2",208.71
"19396","1990$/tC","Welfare_20constraint",2085,"European Free Trade AssociationCO2_FUG",208.71
"19397","1990$/tC","Welfare_20constraint",2085,"European Free Trade AssociationCO2_LUC",31.0013
"19398","1990$/tC","Welfare_20constraint",2085,"IndiaCO2",22.1302
"19399","1990$/tC","Welfare_20constraint",2085,"IndiaCO2_FUG",22.1302
"19400","1990$/tC","Welfare_20constraint",2085,"IndiaCO2_LUC",31.0013
"19401","1990$/tC","Welfare_20constraint",2085,"IndonesiaCO2",39.6817
"19402","1990$/tC","Welfare_20constraint",2085,"IndonesiaCO2_FUG",39.6817
"19403","1990$/tC","Welfare_20constraint",2085,"IndonesiaCO2_LUC",31.0013
"19404","1990$/tC","Welfare_20constraint",2085,"JapanCO2",122.861
"19405","1990$/tC","Welfare_20constraint",2085,"JapanCO2_FUG",122.861
"19406","1990$/tC","Welfare_20constraint",2085,"JapanCO2_LUC",31.0013
"19407","1990$/tC","Welfare_20constraint",2085,"MexicoCO2",46.5497
"19408","1990$/tC","Welfare_20constraint",2085,"MexicoCO2_FUG",46.5497
"19409","1990$/tC","Welfare_20constraint",2085,"MexicoCO2_LUC",31.0013
"19410","1990$/tC","Welfare_20constraint",2085,"Middle EastCO2",35.4846
"19411","1990$/tC","Welfare_20constraint",2085,"Middle EastCO2_FUG",35.4846
"19412","1990$/tC","Welfare_20constraint",2085,"Middle EastCO2_LUC",31.0013
"19413","1990$/tC","Welfare_20constraint",2085,"PakistanCO2",12.2097
"19414","1990$/tC","Welfare_20constraint",2085,"PakistanCO2_FUG",12.2097
"19415","1990$/tC","Welfare_20constraint",2085,"PakistanCO2_LUC",31.0013
"19416","1990$/tC","Welfare_20constraint",2085,"RussiaCO2",42.3526
"19417","1990$/tC","Welfare_20constraint",2085,"RussiaCO2_FUG",42.3526
"19418","1990$/tC","Welfare_20constraint",2085,"RussiaCO2_LUC",31.0013
"19419","1990$/tC","Welfare_20constraint",2085,"South AfricaCO2",32.4321
"19420","1990$/tC","Welfare_20constraint",2085,"South AfricaCO2_FUG",32.4321
"19421","1990$/tC","Welfare_20constraint",2085,"South AfricaCO2_LUC",31.0013
"19422","1990$/tC","Welfare_20constraint",2085,"South America_NorthernCO2",13.3544
"19423","1990$/tC","Welfare_20constraint",2085,"South America_NorthernCO2_FUG",13.3544
"19424","1990$/tC","Welfare_20constraint",2085,"South America_NorthernCO2_LUC",31.0013
"19425","1990$/tC","Welfare_20constraint",2085,"South America_SouthernCO2",43.1157
"19426","1990$/tC","Welfare_20constraint",2085,"South America_SouthernCO2_FUG",43.1157
"19427","1990$/tC","Welfare_20constraint",2085,"South America_SouthernCO2_LUC",31.0013
"19428","1990$/tC","Welfare_20constraint",2085,"South AsiaCO2",16.0253
"19429","1990$/tC","Welfare_20constraint",2085,"South AsiaCO2_FUG",16.0253
"19430","1990$/tC","Welfare_20constraint",2085,"South AsiaCO2_LUC",31.0013
"19431","1990$/tC","Welfare_20constraint",2085,"South KoreaCO2",99.9673
"19432","1990$/tC","Welfare_20constraint",2085,"South KoreaCO2_FUG",99.9673
"19433","1990$/tC","Welfare_20constraint",2085,"South KoreaCO2_LUC",31.0013
"19434","1990$/tC","Welfare_20constraint",2085,"Southeast AsiaCO2",30.1428
"19435","1990$/tC","Welfare_20constraint",2085,"Southeast AsiaCO2_FUG",30.1428
"19436","1990$/tC","Welfare_20constraint",2085,"Southeast AsiaCO2_LUC",31.0013
"19437","1990$/tC","Welfare_20constraint",2085,"TaiwanCO2",53.0361
"19438","1990$/tC","Welfare_20constraint",2085,"TaiwanCO2_FUG",53.0361
"19439","1990$/tC","Welfare_20constraint",2085,"TaiwanCO2_LUC",31.0013
"19440","1990$/tC","Welfare_20constraint",2085,"USACO2",103.401
"19441","1990$/tC","Welfare_20constraint",2085,"USACO2_FUG",103.401
"19442","1990$/tC","Welfare_20constraint",2085,"USACO2_LUC",31.0013
"19443","1990$/tC","Welfare_20constraint",2085,"globalCO2_TOTAL",38.1555
"19444","1990$/tC","Welfare_20constraint",2090,"Africa_EasternCO2",15.0853
"19445","1990$/tC","Welfare_20constraint",2090,"Africa_EasternCO2_FUG",15.0853
"19446","1990$/tC","Welfare_20constraint",2090,"Africa_EasternCO2_LUC",32.1942
"19447","1990$/tC","Welfare_20constraint",2090,"Africa_NorthernCO2",25.7554
"19448","1990$/tC","Welfare_20constraint",2090,"Africa_NorthernCO2_FUG",25.7554
"19449","1990$/tC","Welfare_20constraint",2090,"Africa_NorthernCO2_LUC",32.1942
"19450","1990$/tC","Welfare_20constraint",2090,"Africa_SouthernCO2",16.1891
"19451","1990$/tC","Welfare_20constraint",2090,"Africa_SouthernCO2_FUG",16.1891
"19452","1990$/tC","Welfare_20constraint",2090,"Africa_SouthernCO2_LUC",32.1942
"19453","1990$/tC","Welfare_20constraint",2090,"Africa_WesternCO2",22.444
"19454","1990$/tC","Welfare_20constraint",2090,"Africa_WesternCO2_FUG",22.444
"19455","1990$/tC","Welfare_20constraint",2090,"Africa_WesternCO2_LUC",32.1942
"19456","1990$/tC","Welfare_20constraint",2090,"ArgentinaCO2",37.8972
"19457","1990$/tC","Welfare_20constraint",2090,"ArgentinaCO2_FUG",37.8972
"19458","1990$/tC","Welfare_20constraint",2090,"ArgentinaCO2_LUC",32.1942
"19459","1990$/tC","Welfare_20constraint",2090,"Australia_NZCO2",130.249
"19460","1990$/tC","Welfare_20constraint",2090,"Australia_NZCO2_FUG",130.249
"19461","1990$/tC","Welfare_20constraint",2090,"Australia_NZCO2_LUC",32.1942
"19462","1990$/tC","Welfare_20constraint",2090,"BrazilCO2",39.7368
"19463","1990$/tC","Welfare_20constraint",2090,"BrazilCO2_FUG",39.7368
"19464","1990$/tC","Welfare_20constraint",2090,"BrazilCO2_LUC",32.1942
"19465","1990$/tC","Welfare_20constraint",2090,"CanadaCO2",112.22
"19466","1990$/tC","Welfare_20constraint",2090,"CanadaCO2_FUG",112.22
"19467","1990$/tC","Welfare_20constraint",2090,"CanadaCO2_LUC",32.1942
"19468","1990$/tC","Welfare_20constraint",2090,"Central America and CaribbeanCO2",31.6423
"19469","1990$/tC","Welfare_20constraint",2090,"Central America and CaribbeanCO2_FUG",31.6423
"19470","1990$/tC","Welfare_20constraint",2090,"Central America and CaribbeanCO2_LUC",32.1942
"19471","1990$/tC","Welfare_20constraint",2090,"Central AsiaCO2",25.0195
"19472","1990$/tC","Welfare_20constraint",2090,"Central AsiaCO2_FUG",25.0195
"19473","1990$/tC","Welfare_20constraint",2090,"Central AsiaCO2_LUC",32.1942
"19474","1990$/tC","Welfare_20constraint",2090,"ChinaCO2",41.9444
"19475","1990$/tC","Welfare_20constraint",2090,"ChinaCO2_FUG",41.9444
"19476","1990$/tC","Welfare_20constraint",2090,"ChinaCO2_LUC",32.1942
"19477","1990$/tC","Welfare_20constraint",2090,"ColombiaCO2",40.8406
"19478","1990$/tC","Welfare_20constraint",2090,"ColombiaCO2_FUG",40.8406
"19479","1990$/tC","Welfare_20constraint",2090,"ColombiaCO2_LUC",32.1942
"19480","1990$/tC","Welfare_20constraint",2090,"EU-12CO2",65.1243
"19481","1990$/tC","Welfare_20constraint",2090,"EU-12CO2_FUG",65.1243
"19482","1990$/tC","Welfare_20constraint",2090,"EU-12CO2_LUC",32.1942
"19483","1990$/tC","Welfare_20constraint",2090,"EU-15CO2",111.852
"19484","1990$/tC","Welfare_20constraint",2090,"EU-15CO2_FUG",111.852
"19485","1990$/tC","Welfare_20constraint",2090,"EU-15CO2_LUC",32.1942
"19486","1990$/tC","Welfare_20constraint",2090,"Europe_EasternCO2",21.3402
"19487","1990$/tC","Welfare_20constraint",2090,"Europe_EasternCO2_FUG",21.3402
"19488","1990$/tC","Welfare_20constraint",2090,"Europe_EasternCO2_LUC",32.1942
"19489","1990$/tC","Welfare_20constraint",2090,"Europe_Non_EUCO2",52.6145
"19490","1990$/tC","Welfare_20constraint",2090,"Europe_Non_EUCO2_FUG",52.6145
"19491","1990$/tC","Welfare_20constraint",2090,"Europe_Non_EUCO2_LUC",32.1942
"19492","1990$/tC","Welfare_20constraint",2090,"European Free Trade AssociationCO2",197.58
"19493","1990$/tC","Welfare_20constraint",2090,"European Free Trade AssociationCO2_FUG",197.58
"19494","1990$/tC","Welfare_20constraint",2090,"European Free Trade AssociationCO2_LUC",32.1942
"19495","1990$/tC","Welfare_20constraint",2090,"IndiaCO2",21.7081
"19496","1990$/tC","Welfare_20constraint",2090,"IndiaCO2_FUG",21.7081
"19497","1990$/tC","Welfare_20constraint",2090,"IndiaCO2_LUC",32.1942
"19498","1990$/tC","Welfare_20constraint",2090,"IndonesiaCO2",39.001
"19499","1990$/tC","Welfare_20constraint",2090,"IndonesiaCO2_FUG",39.001
"19500","1990$/tC","Welfare_20constraint",2090,"IndonesiaCO2_LUC",32.1942
"19501","1990$/tC","Welfare_20constraint",2090,"JapanCO2",116.635
"19502","1990$/tC","Welfare_20constraint",2090,"JapanCO2_FUG",116.635
"19503","1990$/tC","Welfare_20constraint",2090,"JapanCO2_LUC",32.1942
"19504","1990$/tC","Welfare_20constraint",2090,"MexicoCO2",45.6238
"19505","1990$/tC","Welfare_20constraint",2090,"MexicoCO2_FUG",45.6238
"19506","1990$/tC","Welfare_20constraint",2090,"MexicoCO2_LUC",32.1942
"19507","1990$/tC","Welfare_20constraint",2090,"Middle EastCO2",34.5858
"19508","1990$/tC","Welfare_20constraint",2090,"Middle EastCO2_FUG",34.5858
"19509","1990$/tC","Welfare_20constraint",2090,"Middle EastCO2_LUC",32.1942
"19510","1990$/tC","Welfare_20constraint",2090,"PakistanCO2",12.5097
"19511","1990$/tC","Welfare_20constraint",2090,"PakistanCO2_FUG",12.5097
"19512","1990$/tC","Welfare_20constraint",2090,"PakistanCO2_LUC",32.1942
"19513","1990$/tC","Welfare_20constraint",2090,"RussiaCO2",40.1048
"19514","1990$/tC","Welfare_20constraint",2090,"RussiaCO2_FUG",40.1048
"19515","1990$/tC","Welfare_20constraint",2090,"RussiaCO2_LUC",32.1942
"19516","1990$/tC","Welfare_20constraint",2090,"South AfricaCO2",30.9064
"19517","1990$/tC","Welfare_20constraint",2090,"South AfricaCO2_FUG",30.9064
"19518","1990$/tC","Welfare_20constraint",2090,"South AfricaCO2_LUC",32.1942
"19519","1990$/tC","Welfare_20constraint",2090,"South America_NorthernCO2",12.8777
"19520","1990$/tC","Welfare_20constraint",2090,"South America_NorthernCO2_FUG",12.8777
"19521","1990$/tC","Welfare_20constraint",2090,"South America_NorthernCO2_LUC",32.1942
"19522","1990$/tC","Welfare_20constraint",2090,"South America_SouthernCO2",41.9444
"19523","1990$/tC","Welfare_20constraint",2090,"South America_SouthernCO2_FUG",41.9444
